Epoch,Error
91.0,1.7432915082812444
92.0,1.931242012030765
93.0,1.7477936166472867
94.0,1.9008248654249513
95.0,1.9660450474405344
96.0,2.107739896643193
97.0,1.7207538790160495
98.0,1.6727435603645664
99.0,1.4681353200686496
100.0,1.5352792349280582
101.0,1.4838914325893138
102.0,1.4728049354302548
103.0,1.4820187543706829
104.0,1.4054578059529563
105.0,1.387384345701236
106.0,1.3757420500152435
107.0,1.3778426387657714
108.0,1.3638134543339313
109.0,1.3748620035343613
110.0,1.3470177822375498
111.0,1.3520124479602846
112.0,1.3706085158567654
113.0,1.3545000132671605
114.0,1.3542301657335931
115.0,1.3373330115439432
116.0,1.3298414976125539
117.0,1.3299172101480545
118.0,1.3240009720140355
119.0,1.320714516731857
120.0,1.3376353969551695
121.0,1.3292419122000974
122.0,1.3232618080265277
123.0,1.3208470213348948
124.0,1.3095728911109101
125.0,1.3084762173322622
126.0,1.3132126473328098
127.0,1.311196178139105
128.0,1.3079684058919465
129.0,1.306039140695936
130.0,1.3026057238308166
131.0,1.299065404041618
132.0,1.2941220580871895
133.0,1.27959257847867
134.0,1.2969907188115262
135.0,1.2949030719325008
136.0,1.2922992329242569
137.0,1.2722540421574342
138.0,1.278574675927113
139.0,1.2555178344668585
140.0,1.252048551145226
141.0,1.2680043669659065
142.0,1.250915427006592
143.0,1.2598475273167808
144.0,1.2581216587108837
145.0,1.2478948015158255
146.0,1.2472959034217468
147.0,1.2512080007453772
148.0,1.2417702087620857
149.0,1.2430694638233473
150.0,1.2462865705715778
151.0,1.2374909672070582
152.0,1.2387543638594727
153.0,1.2422274804448146
154.0,1.2336793798154513
155.0,1.2342620099716233
156.0,1.237988781763458
157.0,1.2303342588722006
158.0,1.228861508602643
159.0,1.2283509051693893
160.0,1.2299888113958792
161.0,1.2351032643062707
162.0,1.2268146417116397
163.0,1.2257724448970477
164.0,1.2256549317258587
165.0,1.2282887031723093
166.0,1.2327923256847424
167.0,1.224423175302293
168.0,1.2237325723278487
169.0,1.2245851826165988
170.0,1.2258762607024865
171.0,1.2284399305630762
172.0,1.221820950672321
173.0,1.221119234478895
174.0,1.22144876924688
175.0,1.2233200926810717
176.0,1.2221997822221837
177.0,1.2235859672294218
178.0,1.2199515346503593
179.0,1.219992435375157
180.0,1.220015916594982
181.0,1.220618858910012
182.0,1.2191090734477834
183.0,1.2192306634018009
184.0,1.2182059384199886
185.0,1.2181405583981009
186.0,1.217786292176095
187.0,1.2178182696182387
188.0,1.2168473459396434
189.0,1.216517313324084
190.0,1.2161345208694776
191.0,1.2159333955786216
192.0,1.2154388075863818
193.0,1.2150791025871912
194.0,1.2150318609738469
195.0,1.2148801706218275
196.0,1.2144815243297251
197.0,1.2140729606910219
198.0,1.2136667823170193
199.0,1.2133214210758274
200.0,1.213421593350766
201.0,1.2131572036565963
202.0,1.212917876284028
203.0,1.2125656154226159
204.0,1.2122920210056538
205.0,1.2118502381065404
206.0,1.2118655491649648
207.0,1.211660210457453
208.0,1.211505065048598
209.0,1.211051088742946
210.0,1.2108429642301195
211.0,1.2104684993916277
212.0,1.2106964496757717
213.0,1.2103614990502694
214.0,1.2102984318851715
215.0,1.2100149914840135
216.0,1.2099486031281357
217.0,1.2093899575456857
218.0,1.2093577518362066
219.0,1.2091609729008572
220.0,1.2089065695475731
221.0,1.2089014184508136
222.0,1.2084197755406452
223.0,1.2083654364724026
224.0,1.208171165297031
225.0,1.2081947495174394
226.0,1.2077831144648903
227.0,1.207829887689427
228.0,1.2077215128432608
229.0,1.2075696012261126
230.0,1.2072865680283407
231.0,1.2073860156392127
232.0,1.20722532687664
233.0,1.2072078695869042
234.0,1.2071661627587316
235.0,1.2069011608217632
236.0,1.206829256406984
237.0,1.2065002808856857
238.0,1.206987524773395
239.0,1.2064808252096537
240.0,1.2065727578890317
241.0,1.2063239937781673
242.0,1.2064813487604904
243.0,1.2060132512453878
244.0,1.2057033523923277
245.0,1.20525808580681
246.0,1.205330926976843
247.0,1.2053903632047283
248.0,1.2048688987014577
249.0,1.2046788563199158
250.0,1.2045662925253755
251.0,1.2046576608922672
252.0,1.204510573055406
253.0,1.2044290275646343
254.0,1.2040936530347044
255.0,1.2043669162866142
256.0,1.2040534532915341
257.0,1.204345422274554
258.0,1.2046897803723502
259.0,1.2045500251308228
260.0,1.204702557356312
261.0,1.2045305072319807
262.0,1.2055097130592776
263.0,1.2040970837704652
264.0,1.2042590454334126
265.0,1.2039635722404447
266.0,1.2038572426538001
267.0,1.2035929653847146
268.0,1.2035441849671173
269.0,1.203417521237517
270.0,1.2033385638225031
271.0,1.2034711290218176
272.0,1.203321796273557
273.0,1.203501365694128
274.0,1.2034964981926748
275.0,1.203355605526158
276.0,1.203762291925835
277.0,1.2031192602218375
278.0,1.2028518658444076
279.0,1.2024414275756992
280.0,1.2023642387838742
281.0,1.202319569764271
282.0,1.2020461267876268
283.0,1.2019712706818528
284.0,1.2018858477893077
285.0,1.2022663890577812
286.0,1.201901372670396
287.0,1.2016817856342275
288.0,1.2014343504898273
289.0,1.2014395505955817
290.0,1.201211500232331
291.0,1.2015359326836585
292.0,1.2012257753161828
293.0,1.2010061357121709
294.0,1.201044891635312
295.0,1.2016975651150628
296.0,1.2014165112704271
297.0,1.2015478235563883
298.0,1.2014949182105696
299.0,1.2015487988643074
300.0,1.201191906758924
301.0,1.2015849627119417
302.0,1.200792297396073
303.0,1.2007531313279391
304.0,1.2003327119525569
305.0,1.200607655962811
306.0,1.200847808785766
307.0,1.200393143847564
308.0,1.2001076701785949
309.0,1.2000242157995833
310.0,1.1997867635992217
311.0,1.1996930516843027
312.0,1.199968378470455
313.0,1.2001257836771135
314.0,1.1996853103901486
315.0,1.1995004388457138
316.0,1.1993753052641805
317.0,1.1997629644834233
318.0,1.1996020352760917
319.0,1.1997859477669746
320.0,1.1999593885851751
321.0,1.200898834613534
322.0,1.2004059897886483
323.0,1.2001833037045937
324.0,1.1997708528476267
325.0,1.199340176770005
326.0,1.199209257922915
327.0,1.1991641834556968
328.0,1.1987305994341222
329.0,1.1988911337941786
330.0,1.1986846713428694
331.0,1.1985307851076885
332.0,1.1983105635891935
333.0,1.1984842335894095
334.0,1.198348523845708
335.0,1.198697178084533
336.0,1.1985088649563684
337.0,1.1988483346519858
338.0,1.198668467394655
339.0,1.1986595847884791
340.0,1.1980640981355977
341.0,1.1979443448512717
342.0,1.1980336999352503
343.0,1.1978337169783748
344.0,1.197769105878211
345.0,1.197525136389879
346.0,1.1975106577471013
347.0,1.1982229314938662
348.0,1.1979379163166388
349.0,1.197799808883361
350.0,1.197631034694495
351.0,1.1983807972482436
352.0,1.1975436682873708
353.0,1.1971330624712986
354.0,1.1968612708864341
355.0,1.1965796063335896
356.0,1.1964702028273155
357.0,1.1961937766317912
358.0,1.1959635508100608
359.0,1.1958863164386968
360.0,1.19583697628109
361.0,1.1960721162029884
362.0,1.1956607164705138
363.0,1.1957754845676176
364.0,1.1952936507452554
365.0,1.1948999904847868
366.0,1.1947692031589165
367.0,1.19445716992045
368.0,1.1941971032271053
369.0,1.1940309827493585
370.0,1.1939284168417317
371.0,1.1937664089916726
372.0,1.1939598788259058
373.0,1.1935906768970181
374.0,1.1933567099962106
375.0,1.1929069260701963
376.0,1.1925208077474678
377.0,1.1921598209884916
378.0,1.1923398696822025
379.0,1.1915974126664775
380.0,1.1911155100541118
381.0,1.1906554888132777
382.0,1.190121590309314
383.0,1.1894621862770942
384.0,1.1893948615433698
385.0,1.1887021931363415
386.0,1.1880833718506538
387.0,1.1872393708207762
388.0,1.186735785279701
389.0,1.1860628199450445
390.0,1.1856578875630681
391.0,1.1849300231076136
392.0,1.184627029969059
393.0,1.1834376536565514
394.0,1.1822845541788811
395.0,1.1808948425756474
396.0,1.1799692495373597
397.0,1.1786666846743103
398.0,1.1779212833359298
399.0,1.176730944033303
400.0,1.1759169522362687
401.0,1.1752521350969019
402.0,1.1744448936400196
403.0,1.1737565227853721
404.0,1.173354277853986
405.0,1.1726023689669067
406.0,1.1719189434557957
407.0,1.1713574000659845
408.0,1.1706816334412282
409.0,1.1701731737341539
410.0,1.1694818238406512
411.0,1.1689548580839788
412.0,1.1682926870870847
413.0,1.1678370922484964
414.0,1.1669992329058112
415.0,1.1662532908883088
416.0,1.1653545234523377
417.0,1.1645063604304375
418.0,1.1634478162847648
419.0,1.1623314791976873
420.0,1.1610400853520482
421.0,1.1600376076418384
422.0,1.1584866724336955
423.0,1.157597696225694
424.0,2.692861054919388
425.0,4.241421913864211
426.0,2.584157624187416
427.0,2.9920455226566505
428.0,2.787125363050205
429.0,2.208126790846947
430.0,2.8783200066309695
431.0,2.5720529082762478
432.0,2.094216788322872
433.0,1.8013565125836029
434.0,1.7647387285566067
435.0,1.625541872927066
436.0,1.4980408174699196
437.0,1.5915562124907614
438.0,1.4162762006514436
439.0,1.4233612651449152
440.0,1.3469786641915025
441.0,1.7496839409744935
442.0,1.3928941575083538
443.0,1.2804487382398038
444.0,1.2380734562297908
445.0,1.220868520477173
446.0,1.2173531453228394
447.0,1.21191786446406
448.0,1.207306301723763
449.0,1.2034012208919183
450.0,1.2004991336280113
451.0,1.1971863109418275
452.0,1.193503581617747
453.0,1.1894734161294207
454.0,1.1849501874391608
455.0,1.1797261011903328
456.0,1.1740173999330414
457.0,1.1681006688923306
458.0,1.1947208491758727
459.0,1.1760490832340829
460.0,1.154966813943391
461.0,1.1415179720060376
462.0,1.1300116333513541
463.0,1.1154544856016435
464.0,1.0988642179943953
465.0,1.1025563555084068
466.0,1.0829342385687226
467.0,1.0456771125545101
468.0,1.0058041324146367
469.0,1.5237557436530151
470.0,1.340112069317812
471.0,1.3201306634670387
472.0,1.0204293863443317
473.0,1.0916324741556798
474.0,1.043171568036602
475.0,0.8094389435768071
476.0,0.7268239577293706
477.0,0.746526577539331
478.0,1.220359205633627
479.0,0.9575607106689434
480.0,0.6269365735409063
481.0,0.5969564799618539
482.0,0.5316934500440703
483.0,0.5049500350624202
484.0,0.4455184875886446
485.0,0.4233524104962717
486.0,0.40669815772477963
487.0,0.39384065718028494
488.0,0.3796819377574892
489.0,0.3627594555523953
490.0,0.34683572321878775
491.0,0.336054489361525
492.0,0.33256729335131213
493.0,0.33845369760781174
494.0,0.33432356783056627
495.0,0.3218641149843637
496.0,0.314667700025025
497.0,0.3289723777151331
498.0,0.35844695454306774
499.0,0.31855329922842146
500.0,0.30994812365244184
501.0,0.3068848380774707
502.0,0.3228235895752346
503.0,0.3134635458392708
504.0,0.30312737001078455
505.0,0.29214294643573047
506.0,0.2981638462313251
507.0,0.2913249655966951
508.0,0.2864752927667813
509.0,0.2828099220608579
510.0,0.28806690057956175
511.0,0.28054882633530137
512.0,0.2792362959171756
513.0,0.27602614209296306
514.0,0.27560002731577543
515.0,0.27355859031001795
516.0,0.27613002131749276
517.0,0.274057401512554
518.0,0.28147623164975716
519.0,0.273114318878589
520.0,0.30634958816371954
521.0,0.2736338074735155
522.0,0.2699512906753936
523.0,0.26828231682533815
524.0,0.2663579684308887
525.0,0.26498406885834613
526.0,0.26411633772626614
527.0,0.2628841418329121
528.0,0.26244437482887456
529.0,0.26135233064105884
530.0,0.26099173242453666
531.0,0.2600365023145922
532.0,0.2596682226461987
533.0,0.2588486599123995
534.0,0.2584777620043377
535.0,0.2577841811933053
536.0,0.25743768405406986
537.0,0.256859688803949
538.0,0.2565313197938793
539.0,0.2560405828340496
540.0,0.25571415010942267
541.0,0.2552699302646478
542.0,0.2549546478679118
543.0,0.25452259609729394
544.0,0.2542334243881137
545.0,0.25378859109192053
546.0,0.25353535276235073
547.0,0.2530525332928689
548.0,0.25283965888524024
549.0,0.25227896488872026
550.0,0.2521025343660913
551.0,0.2513763425719867
552.0,0.2511923383460432
553.0,0.2500506209073004
554.0,0.24953777600136262
555.0,0.24725976673336836
556.0,0.24551618598489083
557.0,0.24350973706293075
558.0,0.24231697526996382
559.0,0.24187094477469145
560.0,0.24186103837992365
561.0,0.24169984392690252
562.0,0.24232301281027846
563.0,0.24147246106837442
564.0,0.24274783535842498
565.0,0.24073731264133896
566.0,0.24182907190969427
567.0,0.24012886511207404
568.0,0.24003584096666383
569.0,0.23938203578104866
570.0,0.2372053636420774
571.0,0.23920663223889363
572.0,0.23331080637692508
573.0,0.24227759849846953
574.0,0.23015516119371743
575.0,0.2291925873584771
576.0,0.22881697184266417
577.0,0.23416540360391663
578.0,0.23340683749969898
579.0,0.23166407664869482
580.0,0.22906279903935092
581.0,0.23126055210855892
582.0,0.22369363269485903
583.0,0.22830712601772432
584.0,0.2236117922737131
585.0,0.22726076856281413
586.0,0.22193774194143412
587.0,0.22524578398850265
588.0,0.221317413517213
589.0,0.2240066495601275
590.0,0.22024003948210757
591.0,0.22253422951237414
592.0,0.21935989162147157
593.0,0.2212860651954705
594.0,0.21843625338037848
595.0,0.2200818216882684
596.0,0.21754474546712166
597.0,0.21896782201897302
598.0,0.21667296860198842
599.0,0.21792229919319206
600.0,0.2158257922495807
601.0,0.21693645044479115
602.0,0.21500662556880284
603.0,0.21600035432317186
604.0,0.21421536380725617
605.0,0.21510542798796706
606.0,0.21344702191812268
607.0,0.21424363995371126
608.0,0.21269600010971482
609.0,0.21340867737228947
610.0,0.21195924304623828
611.0,0.2125971318672218
612.0,0.2112359867869111
613.0,0.21180777658635802
614.0,0.21052658006726496
615.0,0.21104022044738527
616.0,0.2098316555658304
617.0,0.21029414224106846
618.0,0.20915181975751895
619.0,0.20956920265286522
620.0,0.20848767149196146
621.0,0.2088652262430387
622.0,0.20783989128409616
623.0,0.20818232491902844
624.0,0.2072092582066018
625.0,0.2075208724989915
626.0,0.20659657984621083
627.0,0.2068813792092271
628.0,0.20600258138113062
629.0,0.20626434370141886
630.0,0.20542780575571634
631.0,0.20567013933770434
632.0,0.20487255878000454
633.0,0.20509896068942954
634.0,0.2043369102476164
635.0,0.2045508306611494
636.0,0.20382074414915327
637.0,0.20402565263542574
638.0,0.20332384073450765
639.0,0.20352328529251273
640.0,0.20284596975551505
641.0,0.20304361832538378
642.0,0.20238697563522576
643.0,0.20258663390468226
644.0,0.2019468407114664
645.0,0.20215245274401708
646.0,0.20152572371053787
647.0,0.20174138758163265
648.0,0.20112398902825995
649.0,0.20135405727593025
650.0,0.2007422614693457
651.0,0.20099162648991048
652.0,0.20038152982125632
653.0,0.20065616306838094
654.0,0.20004321181357243
655.0,0.20035082575893115
656.0,0.19972879568504667
657.0,0.20007896962111532
658.0,0.19943826456985703
659.0,0.19984054354813038
660.0,0.1991668447396766
661.0,0.19962551518529745
662.0,0.19890260771671808
663.0,0.1994112999417764
664.0,0.19863100912574852
665.0,0.19917532450121653
666.0,0.1983450432070694
667.0,0.19891149145380838
668.0,0.19804772452024005
669.0,0.1986271942946172
670.0,0.1977456095050062
671.0,0.19833270283737847
672.0,0.1974443866804394
673.0,0.19803639282203958
674.0,0.19714789778643899
675.0,0.19774348503498218
676.0,0.1968586491219682
677.0,0.1974574648524911
678.0,0.19657849323365834
679.0,0.1971806213584967
680.0,0.19630898275671596
681.0,0.19691498116991596
682.0,0.19605190948037052
683.0,0.19666303228743415
684.0,0.1958096228467971
685.0,0.1964285851674111
686.0,0.1955841024617948
687.0,0.19621481777971675
688.0,0.19537306544605407
689.0,0.19601791141140085
690.0,0.1951652350897395
691.0,0.19582005960108334
692.0,0.19494567341491717
693.0,0.19560072351504926
694.0,0.19470963035069405
695.0,0.19535613571415728
696.0,0.19446297034646418
697.0,0.1950968241882989
698.0,0.19421361036012882
699.0,0.19483395096887018
700.0,0.19396701717387968
701.0,0.19457448891094406
702.0,0.1937254114531048
703.0,0.19432095861501048
704.0,0.19348883039029713
705.0,0.1940734557327
706.0,0.1932562505364739
707.0,0.1938305623771019
708.0,0.19302641223223288
709.0,0.193590916537959
710.0,0.1927979653644532
711.0,0.19335263611366843
712.0,0.19256965884159952
713.0,0.19311450968504504
714.0,0.19233999513782246
715.0,0.19287438492361217
716.0,0.19210735368153817
717.0,0.19263081969376164
718.0,0.19186936272674757
719.0,0.19238043761940138
720.0,0.19162304053982943
721.0,0.1921204004362812
722.0,0.19136363016604657
723.0,0.19184415453893272
724.0,0.19108449439806857
725.0,0.1915447781035398
726.0,0.19077489374744777
727.0,0.19120836831676571
728.0,0.1904201930466577
729.0,0.19082030217439055
730.0,0.19000431117601116
731.0,0.19036498272821542
732.0,0.18953496462933256
733.0,0.18986057479090424
734.0,0.1890535525339981
735.0,0.18932151193210137
736.0,0.1884205504683202
737.0,0.18843559759232686
738.0,0.18733927088073254
739.0,0.18944483458448702
740.0,0.46840714139078504
741.0,2.240282984071952
742.0,1.5971200874946059
743.0,1.721178425558859
744.0,3.6116050512591897
745.0,3.153242187662751
746.0,1.8373708955410932
747.0,2.145915947828053
748.0,1.5146499528780057
749.0,1.5146368479249999
750.0,1.6226595642042663
751.0,2.191686722071027
752.0,2.564118946303109
753.0,1.850435169742012
754.0,2.309805797506712
755.0,1.8637520407471706
756.0,1.91678439742327
757.0,1.5104489311367482
758.0,1.153050395266484
759.0,1.5747398656802285
760.0,2.44430839477016
761.0,1.7105659742307506
762.0,1.620001629707512
763.0,1.687657711137875
764.0,1.2864169477050418
765.0,2.953628931851724
766.0,2.7558381614725005
767.0,1.9706882010310833
768.0,3.01579130388675
769.0,3.3721311450859868
770.0,2.0520921468018165
771.0,1.266228020382865
772.0,1.772149108214343
773.0,1.3632555001047326
774.0,1.6920121091214737
775.0,1.242268964782736
776.0,1.0029183533795942
777.0,0.5519491377575293
778.0,0.8866428929492147
779.0,1.0877314395392153
780.0,1.6625596614383904
781.0,1.090344986741493
782.0,0.7756441767294078
783.0,0.9898280094487573
784.0,0.5133761259685778
785.0,0.38981838422893733
786.0,0.3673172843857339
787.0,0.313349923661534
788.0,0.30302958721069245
789.0,0.32571420592401185
790.0,0.30410704090475593
791.0,0.32302409544904254
792.0,0.315253196204329
793.0,0.3070249954259634
794.0,0.3045944479644509
795.0,0.30000967349456004
796.0,0.2974011338992264
797.0,0.2931684876111343
798.0,0.29017972562409916
799.0,0.2877253023621149
800.0,0.28479575951620617
801.0,0.28200446728850265
802.0,0.27624539575273005
803.0,0.2647762807910075
804.0,0.26250237706967305
805.0,0.26120816232447913
806.0,0.2597864200946916
807.0,0.25888891024770766
808.0,0.25775761895312294
809.0,0.25702922379295007
810.0,0.2560643369367579
811.0,0.2554358546315637
812.0,0.2545829358840459
813.0,0.254024472455957
814.0,0.2532532747166105
815.0,0.2527497017428012
816.0,0.2520415694544078
817.0,0.2515840020341231
818.0,0.250926412047563
819.0,0.2505090122000777
820.0,0.24989294870661824
821.0,0.24951146198344035
822.0,0.2489300282988079
823.0,0.2485810288820921
824.0,0.2480286873837475
825.0,0.24770916194058143
826.0,0.24718132249119998
827.0,0.2468884368940203
828.0,0.24638124774899317
829.0,0.24611222425440482
830.0,0.24562247959486427
831.0,0.2453745476360051
832.0,0.24489965459608076
833.0,0.24467005279644483
834.0,0.2442080164434621
835.0,0.2439940280804947
836.0,0.24354342470539414
837.0,0.24334242977654139
838.0,0.24290235169858193
839.0,0.24271187972836838
840.0,0.24228184929719496
841.0,0.24209961987403167
842.0,0.24167948381031734
843.0,0.24150342633646096
844.0,0.24109325015042476
845.0,0.2409214987474928
846.0,0.24052148309645077
847.0,0.24035234488351626
848.0,0.2399627846852106
849.0,0.23979467740995533
850.0,0.23941599036078465
851.0,0.23924733523406355
852.0,0.2388802232414475
853.0,0.23870925769061785
854.0,0.2383552107016679
855.0,0.23817968623910443
856.0,0.23784262848181342
857.0,0.2376598095603333
858.0,0.23735245020082277
859.0,0.23716497081923385
860.0,0.2369373193910574
861.0,0.23681818293399515
862.0,0.23684374998205263
863.0,0.23730876527468273
864.0,0.23696214681328898
865.0,0.23797718406769136
866.0,0.23598431647928966
867.0,0.23614431790792068
868.0,0.23581171298579962
869.0,0.23643252381632224
870.0,0.2352564419035432
871.0,0.23563232084643357
872.0,0.234856850322018
873.0,0.23528792070186058
874.0,0.2343824836699808
875.0,0.2347400125430193
876.0,0.23394503246344303
877.0,0.23429194226076575
878.0,0.23349884264039553
879.0,0.2338197587647464
880.0,0.23305420257442286
881.0,0.23335592237269626
882.0,0.23260683670160223
883.0,0.23288886304691125
884.0,0.23215556300952545
885.0,0.23241755369705536
886.0,0.23169919020537577
887.0,0.23194000318567418
888.0,0.23123699253535718
889.0,0.23145495560438398
890.0,0.2307690163810192
891.0,0.2309619690502819
892.0,0.23029649638376593
893.0,0.23046167725249725
894.0,0.22982238739792904
895.0,0.22995604505979955
896.0,0.22935201746860107
897.0,0.22944859134210227
898.0,0.2288939066022214
899.0,0.22894462991610628
900.0,0.2284600849596198
901.0,0.22845088868857452
902.0,0.22806171551710058
903.0,0.2279720887680576
904.0,0.227693312279666
905.0,0.22750694190274584
906.0,0.22733061170044133
907.0,0.22705285356731716
908.0,0.22697417763693095
909.0,0.22660327385949855
910.0,0.22661399346399605
911.0,0.22615951430698722
912.0,0.22626125393133364
913.0,0.22571761723150074
914.0,0.22588853018714136
915.0,0.22528943322017528
916.0,0.225565176094451
917.0,0.22483869893036693
918.0,0.22509231564962184
919.0,0.2244626710925979
920.0,0.22505723805574993
921.0,0.22393952694499544
922.0,0.22372039930738719
923.0,0.22375442608906063
924.0,0.22493603556692954
925.0,0.22357958978734058
926.0,0.22283594066293172
927.0,0.2236714020711449
928.0,0.2224998711407363
929.0,0.22294269323837634
930.0,0.22233058589489285
931.0,0.22296189978877073
932.0,0.2216092064087839
933.0,0.2223325736090805
934.0,0.2215812951161479
935.0,0.22327231538945544
936.0,0.22188376903339002
937.0,0.22194910402659557
938.0,0.222629203299612
939.0,0.22064263228944322
940.0,0.22029348667497337
941.0,0.22162627802398838
942.0,0.22226292602327072
943.0,0.2203254156116342
944.0,0.2205126472688267
945.0,0.22320476292141236
946.0,0.2208760011567286
947.0,0.21835175828294448
948.0,0.21961897336749206
949.0,0.21847907540269554
950.0,0.2201528016102393
951.0,0.21849057182365678
952.0,0.21884343454845606
953.0,0.21963636471829337
954.0,0.22048696526579115
955.0,0.21938584120581986
956.0,0.21903675804942122
957.0,0.21620708497935479
958.0,0.22089891079885887
959.0,0.21623365528910538
960.0,0.2183685770647112
961.0,0.21577919080075975
962.0,0.22255492708262806
963.0,0.2183416355617828
964.0,0.21620706496992156
965.0,0.21498427475664555
966.0,0.21775707261593907
967.0,0.2147877194715228
968.0,0.21632925598661845
969.0,0.2207413522752177
970.0,0.22034295896588277
971.0,0.21482098828070462
972.0,0.2153606234650619
973.0,0.2165629546731165
974.0,0.21440222559795608
975.0,0.2153025229169319
976.0,0.2153317891637736
977.0,0.21693606484832437
978.0,0.21453576536266625
979.0,0.21341123095979667
980.0,0.21808601615328163
981.0,0.21411440786399122
982.0,0.21335685561133705
983.0,0.21198970517184243
984.0,0.2147997905021892
985.0,0.21250498618248162
986.0,0.21459547103520596
987.0,0.20905184548374278
988.0,0.21356453658695976
989.0,0.20819291008695906
990.0,0.2140581779301787
991.0,0.20751604839162446
992.0,0.20967493908223325
993.0,0.20855011088623387
994.0,0.21873732247420152
995.0,0.21009243683670636
996.0,0.20855961543471743
997.0,0.21800828923170212
998.0,0.21017989772155302
999.0,0.21331103957392172
