,0
0,-0.15752434589179953
1,-1.3676031883146804
2,3.7269597170849718
3,-5.319389383185001
4,-0.6190022502489743
5,4.344747072282574
6,-2.57382313656582
7,1.5249084142064622
8,-7.058308205784977
9,-1.15048181836256
